"retweeter","retweeted"
251417436,774393817
45391464,369505837
2338944205,30313925
723998106,813286
523871901,369505837
176516063,813286
345130112,813286
472583767,813286
370380740,813286
710838897,813286
46667400,813286
542120477,813286
1887683161,813286
262489393,813286
259896651,813286
94030033,813286
180975803,30313925
803560254,813286
383028416,813286
264798428,389548615
251856871,813286
37963630,813286
134803286,813286
110068675,30313925
222663121,813286
142198961,813286
284149960,15764644
55948661,109141469
16523889,813286
199715873,813286
48546147,813286
183877274,813286
177041730,369505837
88769820,813286
282744445,813286
470169854,813286
370813298,813286
114680171,30313925
2287022054,813286
1481601918,813286
1000990088,19824430
1566998419,813286
38928029,813286
1650584928,813286
2149605565,813286
361880825,813286
25045326,813286
43430760,813286
500033015,813286
476555230,813286
517080220,813286
27683497,813286
519088938,813286
2251718163,813286
415202722,813286
423989199,813286
125452185,813286
866647898,813286
2214178882,813286
31698623,369505837
71987639,813286
158776001,813286
50205083,813286
461817305,813286
318695458,813286
71969051,30313925
114653677,1037321378
436042515,813286
29653187,813286
1681876297,813286
81434888,813286
2338166541,813286
1527009206,813286
88492211,774393817
361880825,813286
2222090483,813286
169778268,813286
66888204,813286
336890268,30313925
2334527869,813286
309662140,813286
366998986,813286
175041439,813286
318055064,813286
69480610,813286
250878463,813286
135298963,30313925
491795712,813286
376751856,813286
1566998419,813286
266407563,813286
34369938,813286
157095425,813286
336481151,813286
100594224,30313925
476555230,813286
1351449343,813286
222663121,813286
476555230,813286
977110250,813286
21114993,813286
491623546,813286
475140560,1099199839
1232234270,813286
138630941,813286
266407563,813286
66055162,813286
422270949,369505837
1548795751,813286
365287026,813286
148211318,15675138
2321391764,369505837
561723153,813286
33638637,813286
52032385,813286
1329721230,813286
1227869222,369505837
342485534,813286
220038817,813286
2194737079,813286
266407563,813286
215171299,168720269
2270788836,813286
773690305,813286
171835381,813286
31192064,7356562
958468686,813286
192349208,813286
44536823,813286
1072181492,813286
328859346,813286
19568653,813286
882970560,813286
498614266,813286
869338609,369505837
16354432,813286
523871901,325265073
2340796148,813286
1027514886,813286
2319396918,813286
108111203,813286
275704925,813286
169949841,813286
212631610,813286
581801437,813286
37682042,813286
242048707,813286
334083086,813286
104236061,813286
1481601918,813286
261481996,813286
31192064,7356562
2170026820,813286
2252479583,813286
37157334,30313925
78204783,153486399
1611519468,87347073
614891314,813286
2323490605,813286
184473296,813286
327485543,813286
389742239,813286
73522025,813286
294801822,813286
144444580,813286
186687423,813286
177227992,813286
300375901,813286
72585584,813286
83258262,813286
868426393,813286
14349146,813286
37798783,30313925
51259296,813286
2205977363,813286
71987639,813286
49021031,325265073
104236061,813286
40533584,813286
24249113,813286
37798783,813286
33967148,30313925
151104282,813286
50588572,30313925
397433605,325265073
1181313608,325265073
388808865,813286
452257946,30313925
1501870706,813286
89713510,813286
2327604950,813286
34281891,813286
430992055,813286
1050868520,813286
2172686658,813286
1620882824,813286
31192064,1229971112
33543842,813286
36075039,813286
1481601918,813286
1466841475,31458684
798908790,813286
137718722,30313925
189253190,30313925
852052262,813286
44228523,30313925
254232727,813286
989135251,813286
404654731,813286
262000924,813286
99830071,813286
27373456,813286
49021031,813286
2320390743,813286
925915512,813286
89859423,813286
424654706,71969051
2283912200,32644905
522819929,813286
223136685,30313925
1952508049,813286
18517858,1604366701
284236193,813286
16668713,813286
49021031,31122582
831687534,813286
89713510,813286
199620260,813286
24093715,15764644
632359532,35051304
360642434,813286
31192064,1861751828
2276632200,30313925
432477966,813286
29106341,813286
89713510,30313925
1232234270,813286
956604710,813286
1340895050,369505837
2218246907,813286
403301871,813286
67225839,30313925
479973907,813286
47421452,153486399
548677035,617619927
551419851,813286
424654706,1659214099
32671559,84119348
438004480,813286
749064780,813286
166329578,325265073
1609309724,813286
116853889,813286
143549912,813286
228588408,21314814
343095142,30313925
1852635451,813286
470169854,813286
16453881,813286
18225526,28602948
912280626,813286
344229651,813286
2153626892,31122582
71987639,813286
174098184,325265073
33337309,813286
170336271,35051304
1883225640,813286
399874701,813286
946148534,813286
90375869,813286
782885798,813286
403301871,813286
939418772,813286
44536823,813286
1649395076,369505837
470169854,813286
30357290,813286
28717681,813286
1131082922,30313925
487178562,813286
16207883,30313925
2153626892,813286
433509673,369505837
432477966,813286
62189005,813286
340672508,306448096
2303913612,813286
424654706,18122583
31192064,41984111
375805790,813286
388808865,813286
486776302,813286
1674812251,813286
384956685,813286
919476812,369505837
194249215,813286
2163596846,813286
336890268,813286
936520538,813286
2205977363,813286
1159736910,813286
919476812,30313925
351242692,813286
100412295,48459797
29622787,813286
336126428,30313925
361880825,813286
301868137,813286
1596897403,813286
1465551648,813286
412754427,813286
31192064,30741989
264912061,29442313
1223296963,813286
40762851,813286
487851092,31122582
388481499,813286
989509663,31122582
2329024901,813286
29546468,813286
2301521923,813286
310013181,30313925
31192064,21638203
1339424376,813286
1391812004,813286
526783358,813286
2265999456,813286
1536887857,813286
143869019,813286
105597971,813286
76174353,813286
175339579,813286
1699443121,813286
168885053,813286
1000381614,813286
1589435149,813286
32949475,813286
327622609,813286
2163596846,813286
637246041,774393817
566442066,813286
328848480,813286
941194130,813286
959622343,813286
273995097,813286
143381002,1075055340
290261829,813286
65498497,30313925
376751856,813286
209263445,813286
27079206,813286
83694915,369505837
204933196,813286
1135380835,813286
22988135,813286
2340501025,813286
474200291,813286
26374569,813286
133585300,813286
1061275802,813286
634717733,30313925
85714003,813286
1210918051,813286
388808865,813286
421620962,813286
16821304,813286
2321934043,369505837
634717733,813286
92295546,813286
900435085,813286
2323490605,813286
396039572,30313925
26029771,813286
19845216,21314814
16509550,813286
2337497832,813286
187353540,813286
398281042,813286
209263445,813286
1431565759,1604366701
315208631,813286
143381002,45876240
124279337,813286
165487635,813286
1015617625,813286
232851192,153486399
517207346,813286
702860958,813286
418378322,813286
98711864,813286
388808865,813286
1726082353,813286
282806521,813286
2337497832,813286
14711138,14695985
908546028,813286
1726082353,813286
18313534,813286
1651277971,813286
307550462,813286
609307813,813286
122195193,813286
2159386234,813286
801455262,813286
149283816,109141469
13189422,813286
34025359,813286
135191649,14695985
172894574,813286
32608975,168720269
234928012,14695985
31516565,787373558
2290338409,35051304
1539639348,813286
287738586,373758798
1952637734,813286
209263445,813286
2299916630,813286
362791377,813286
78502767,813286
555890675,813286
1609309724,813286
1572961218,41405412
629847865,813286
124279337,813286
206327748,29442313
425975238,14695985
33224873,813286
2203312701,813286
1716217832,369505837
31118213,14695985
16896548,369505837
2227942007,813286
15084828,813286
1726082353,813286
288717742,813286
381885692,813286
29633449,813286
18965004,813286
91291155,813286
19318757,813286
468953104,813286
2185196910,813286
387383691,30313925
2195473896,813286
167751627,813286
38988224,14695985
2318347019,813286
1385475037,813286
33224873,813286
14546753,325265073
2227673511,451994358
100938677,813286
1923956815,813286
717821822,30313925
30719418,813286
470703711,813286
24791137,813286
112329398,369505837
261946849,185008300
719134758,813286
748523910,813286
771770556,813286
186933571,369505837
251954307,813286
32488425,813286
1627909855,813286
2296264178,813286
394243688,813286
17497747,813286
251002178,813286
305885600,813286
1627120838,369505837
712047704,813286
388808865,813286
2331388956,813286
364670957,813286
186933571,813286
17497747,813286
148086041,14695985
453068534,813286
756522463,813286
434412041,813286
157727494,813286
1726082353,813286
484350528,813286
545535281,813286
118997664,813286
2171466787,813286
1621419535,41405412
384421687,53019309
317829957,813286
40351470,813286
33224873,813286
400367542,29442313
901932313,15675138
510860627,813286
236565123,813286
313993051,813286
26467740,813286
350691736,813286
94392729,813286
298511174,813286
264912061,14695985
184473296,813286
364670957,813286
98290056,813286
238840746,28602948
299913224,813286
46249018,813286
255777343,14135426
331138540,813286
1627120838,14695985
1589435149,813286
206956453,30313925
289098742,813286
2339687140,813286
96399006,30313925
59592572,32644905
17890782,813286
1627120838,29442313
26619831,813286
1067546653,30313925
193867947,813286
31192064,369505837
2296992835,14695985
141292363,21314814
64222472,813286
413483684,813286
18462696,75052666
206295472,369505837
1726082353,813286
66804434,813286
254274052,813286
603915974,813286
1162761289,813286
475030642,369505837
2332461674,109141469
24838317,14695985
2296992835,318518392
389784509,813286
236524833,813286
527700896,813286
147587361,225106180
255781062,225106180
2169336894,1437267764
2331745541,813286
297734644,813286
1703620110,813286
330082853,813286
1381084351,813286
2171466787,813286
129737960,813286
184057196,813286
168885053,813286
297734644,813286
25240424,246088673
513324028,813286
1971142166,813286
754135908,14695985
923676518,813286
236565123,813286
57103839,813286
1456001082,813286
318129623,813286
31192064,49697450
162688184,813286
18313534,813286
121647782,813286
97536816,318518392
543792926,813286
156417886,30313925
369119901,246088673
2214865034,35051304
321572535,813286
97920884,813286
283413360,813286
559758975,813286
251693897,813286
364600875,813286
1635945871,813286
2205977363,813286
1363016401,813286
255777343,252057617
120877403,14135426
139427609,813286
432477966,813286
18313534,813286
129943766,813286
734465300,813286
112329398,30313925
389548615,369505837
21567649,15764644
721717447,813286
211631917,813286
16488269,1037321378
27820326,14695985
55092356,813286
634047636,813286
210988603,813286
24569705,369505837
1699443121,153486399
47198645,813286
754135908,29442313
184057196,813286
176236916,30313925
388808865,813286
45931982,813286
373530811,813286
114221945,813286
1699443121,813286
465246038,30313925
447641130,30313925
1616502426,30313925
64147321,30313925
191395750,813286
1872692520,813286
1656376705,369505837
16672561,1613223313
90033073,30313925
818863208,109141469
734343235,813286
1699443121,813286
85532584,369505837
1904641700,813286
576077202,813286
125360360,813286
57194290,813286
16672561,153486399
496145025,813286
89894607,813286
88237738,813286
369769807,30313925
104336387,813286
1161957120,813286
1904641700,813286
50158934,813286
138797956,813286
635076572,813286
981867829,109141469
16672561,29442313
69012918,813286
48038385,813286
2332003986,12004852
1627120838,246088673
1970469846,369505837
158902153,813286
207846219,369505837
45035169,14135426
26067145,15675138
113162007,813286
16672561,459269265
959596692,813286
130593901,813286
37816198,813286
29342819,558624863
25920303,153486399
2334548909,813286
296631661,813286
21705521,30313925
338751125,813286
394523714,813286
217574712,754135908
287265813,1532833130
1627120838,813286
527566846,813286
107912152,813286
16672561,53503202
348065113,15675138
770012250,15675138
32256522,222601001
1594650992,21406834
2205977363,813286
138797956,813286
170625577,22499748
55005631,813286
49605309,30313925
1096889564,813286
2324578868,813286
1337178174,1437267764
56275951,813286
1556948084,813286
2317726614,813286
76477152,29442313
590097450,153486399
373646966,813286
68731171,318518392
419297060,813286
2212572681,813286
31192064,65686302
38082974,813286
34008765,813286
207846219,813286
16672561,519295916
2306778057,813286
38218341,813286
479891940,15764644
114591181,813286
1074278209,30313925
130919889,813286
120200676,813286
1868482700,813286
50158934,813286
58525387,153486399
124898913,1055907624
162622174,813286
16672561,147082819
31192064,1604366701
6073322,7356562
37816198,813286
374759090,813286
232851192,14135426
37567385,813286
410335425,813286
38082974,813286
2220496892,30313925
236025309,153486399
1664300538,369505837
16672561,21444089
2212572681,813286
31192064,1604366701
88312271,813286
34008765,813286
64290050,813286
135869664,369505837
20449633,109141469
894164268,787373558
16672561,20179628
49422656,813286
432477966,369505837
266730229,1048444981
192458481,813286
624295680,813286
433088353,813286
36842903,813286
49021031,109141469
299220494,369505837
348774571,787373558
258344411,20179628
36842903,813286
1110288924,75052666
1439700691,153486399
232851192,14135426
1246524895,30313925
179652510,14135426
1431579536,813286
46951888,813286
34094222,813286
35902613,813286
28837388,53503202
16910131,813286
1010038364,813286
493278201,813286
945051528,813286
120877403,787373558
346865732,813286
1337178174,1613223313
1868482700,813286
259090339,813286
955382869,30313925
1836977515,153486399
432477966,813286
2297165270,813286
24467318,813286
21232480,14695985
90459788,813286
215187805,813286
50811808,30313925
206795860,813286
300422857,114221945
51677225,813286
259767310,813286
1920807991,1532833130
40029472,20179628
1909242114,369505837
16672561,84119348
31192064,148086041
23648179,318518392
309242199,813286
25021769,813286
723027420,1437267764
33281199,813286
23058640,787373558
1246524895,813286
206295472,813286
124575110,813286
1868482700,813286
265441797,813286
24928105,20179628
31192064,524396430
491667702,813286
25033866,813286
352716545,813286
106318721,14695985
104386635,813286
12004852,29442313
2333546774,813286
1257572798,813286
2333772346,813286
28796289,32644905
301524717,813286
511499479,813286
327449287,813286
114232540,813286
39750808,30313925
473629818,813286
390576798,813286
84893522,813286
2248554924,813286
31192064,73238146
995545080,813286
175582374,84119348
1622365038,813286
617619927,14135426
463204625,813286
43937809,813286
50811808,813286
75883640,35051304
68850241,20179628
576311581,537819812
515925368,20015188
27820326,459269265
124575110,813286
57103839,75052666
232851192,1861751828
401686174,813286
2319144815,813286
378956944,813286
22845791,153486399
50811808,30313925
2158217338,813286
1473891686,71069505
1265409558,30313925
391788801,30313925
1268521416,813286
566844097,813286
432477966,369505837
583968067,813286
1380677004,153486399
919476812,895524704
312887044,813286
55005631,813286
1147249158,813286
159253339,813286
369769807,369505837
69821102,813286
49108579,1861751828
83579794,30313925
570544771,813286
432477966,369505837
1327860277,813286
536946216,813286
21567649,1055907624
27586619,813286
1717119500,813286
1704928634,32644905
50811808,369505837
614297673,813286
716725658,193785644
545411662,813286
22013942,813286
496453918,813286
135576770,813286
23617593,813286
141135838,30313925
2336798357,813286
295147812,813286
270677829,1861751828
327449287,813286
1928400132,35051304
41023496,813286
776166559,813286
420053657,30313925
405407887,813286
232851192,29442313
16672561,259324336
159253339,813286
342482506,813286
16672561,75052666
385436096,813286
617619927,1861751828
336033608,813286
429299340,813286
1093309868,813286
16672561,959596692
50811808,813286
313523444,29442313
815248818,369505837
18053010,1604366701
1717119500,153486399
272990857,813286
303159026,15667802
718656055,959596692
1006761036,1055907624
432477966,813286
51785311,153486399
776166559,813286
952446234,813286
1976635596,29442313
478115772,813286
16672561,22012091
511992935,813286
97027894,813286
349847163,813286
593054549,813286
632076819,813286
201871224,813286
27586619,1206227149
241721475,813286
141135838,30313925
19509858,813286
112255070,813286
1717119500,369505837
205850618,42430028
1410394520,813286
16672561,959596692
1478519875,813286
50811808,30313925
300549621,813286
510331540,813286
301818472,813286
169218723,813286
275907720,813286
852345234,75052666
1245361106,22012091
180143427,1613223313
303159026,813286
1115626146,813286
326231586,369505837
157918768,813286
635363701,31122582
1287526376,959596692
76506356,813286
516203427,14135426
432477966,369505837
327449287,813286
2308485565,813286
1717119500,75052666
40029472,29442313
136554498,813286
613461036,813286
407770804,813286
1147249158,30313925
383196389,813286
50811808,30313925
272990857,813286
555599953,30313925
132341656,813286
898870256,459269265
366125008,813286
453147459,813286
191961942,30313925
398236784,813286
132341656,813286
452633877,813286
1380768114,813286
614297673,813286
1340193752,30313925
620312636,813286
952446234,813286
112255070,813286
19050780,813286
48149200,959596692
35706221,813286
59568948,53019309
147744758,813286
132341656,813286
66568609,813286
22043070,369505837
1254861469,813286
1924910191,813286
2340853688,813286
29812988,813286
126337028,813286
1373557327,813286
627440949,35051304
568594703,813286
818863208,29442313
420053657,369505837
793577262,959596692
28837388,813286
124898913,787373558
2319095677,813286
189926958,30313925
2239870068,813286
328950063,813286
1920807991,2253815004
387205520,813286
504013495,813286
328950063,813286
194190136,813286
267851041,813286
80367674,813286
1920807991,76938443
2303844037,813286
1322803920,813286
898870256,153486399
20565828,787373558
768588614,153486399
173217298,813286
328950063,813286
894164268,153486399
276286042,813286
37093170,813286
328950063,813286
1717119500,14135426
236769697,813286
188433016,813286
19515367,30313925
818863208,787373558
328950063,813286
1961723352,15174710
393049849,357276562
1430312354,14135426
328950063,813286
1074518754,1604366701
432477966,813286
56507230,813286
563255394,813286
352722764,813286
117746102,168720269
328950063,813286
447489638,813286
1494328310,813286
377165886,1055685948
312129968,813286
29619901,813286
420053657,369505837
17426310,168720269
240352786,1055907624
385722535,813286
132558076,813286
242654920,14135426
1923085652,459269265
1868482700,813286
112255070,813286
385436096,813286
124898913,84119348
116989755,813286
39750808,813286
2207214825,813286
2280550856,813286
305614280,813286
1345768879,248735463
420053657,813286
1645945058,813286
54397795,813286
1653797328,30313925
1074278209,53503202
556109284,813286
266201989,813286
1614518882,813286
138864691,357276562
431919801,813286
860735352,787373558
28837388,459269265
312129968,813286
311801402,813286
1202711551,813286
420053657,369505837
1408131650,813286
333203652,813286
64147321,369505837
149283816,84119348
508594152,30313925
330557175,813286
75185266,813286
162081195,369505837
431919801,813286
563395455,813286
487851092,30313925
22789922,1055907624
52210161,813286
1569510908,53503202
53056010,259324336
311801402,813286
96230868,813286
1695030176,959596692
2327155306,813286
1398833095,813286
311801402,813286
121932029,147082819
333203652,813286
258970541,30313925
420053657,369505837
56156440,357276562
925630458,787373558
22035104,1055907624
290655601,30313925
1942696345,813286
250909821,813286
83686103,813286
35706221,813286
2277251500,813286
909652824,813286
219506759,813286
2157360031,813286
508594152,30313925
54046854,30313925
21690687,959596692
374019124,30313925
51647034,169081913
245147940,35051304
594863522,297516831
1096455440,76938443
53056010,29442313
2311218552,813286
1665936200,813286
66779848,14135426
2290997768,1048444981
949359902,813286
72320138,787373558
19236848,369505837
2277251500,813286
2157360031,813286
353063439,30313925
235444175,813286
1452506564,813286
478692561,813286
63202029,21444089
71307217,10429722
2157360031,813286
61007125,813286
409214661,813286
1380677004,1437267764
1606762820,813286
792459889,813286
204172371,62510409
296607058,813286
18644313,153486399
2157360031,813286
1699720872,109141469
50467345,813286
1865933317,30313925
262942786,813286
339602067,813286
1676855215,10069612
420053657,813286
76957075,813286
163827410,53503202
318518392,148086041
35706221,813286
2277251500,813286
1860472544,813286
420053657,30313925
124898913,813286
2317303135,813286
607760473,813286
704425339,813286
25801155,813286
47852639,813286
117533779,19236848
1206136070,813286
16146535,787373558
171720486,813286
266812246,813286
49021031,30313925
708849282,813286
1920807991,1636571616
445173160,813286
1664300538,30313925
193720631,813286
155295173,813286
1860472544,813286
1868482700,813286
317958749,29442313
2233487204,813286
1069200894,813286
1664300538,813286
18916806,813286
1202711551,813286
298875672,813286
1606762820,813286
598767091,813286
2233487204,813286
171720486,813286
318006770,813286
1915795986,813286
612743280,813286
117533779,53503202
17637983,337785530
1096600586,813286
2260039854,813286
2317303135,30313925
1202711551,813286
105961341,30313925
2339724007,813286
179785566,369505837
2319374619,813286
1495000752,30313925
44023377,813286
1207231903,813286
741572768,30313925
2266637533,285822949
741814320,369505837
1202711551,813286
328810937,813286
359665168,369505837
18900080,337785530
108594815,813286
420053657,813286
179785566,369505837
2306044910,589802760
225629317,813286
919476812,29442313
181859696,813286
139125938,813286
1103719536,302182986
433685408,787373558
454586646,813286
354395345,813286
1478862962,15764644
417401726,813286
117746102,168720269
415665961,369505837
299220494,29442313
458191281,813286
76957075,813286
1589435149,813286
178849469,14695985
801347846,813286
136813645,174870821
859105062,813286
865045194,813286
236769697,813286
1275852164,813286
1921473512,754135908
299220494,14695985
1430312354,21406834
973633532,813286
1735969045,787373558
572254352,35051304
58525387,62510409
899789226,369505837
312899960,787373558
136813645,174870821
619634939,813286
384234969,813286
32389085,813286
1636571616,76938443
474563808,30313925
15599232,30313925
169790504,813286
2306044910,1099199839
15599232,787373558
2153626892,30313925
710838897,1437267764
501152808,813286
139125938,813286
82145990,813286
890427434,813286
490933571,813286
84661332,813286
30382400,14135426
73717605,30313925
548677035,369505837
201315871,813286
17367006,109141469
558738216,1437267764
18145147,62510409
831209202,35051304
2322525278,813286
117942706,813286
459370753,288685464
220747924,813286
384234969,813286
275907720,30313925
384234969,813286
1453203846,813286
2305365014,813286
411831157,30313925
285507665,813286
2282847538,14695985
632097702,28599820
574753894,813286
2335404937,813286
249812064,28599820
1585914882,813286
318181127,35051304
514098973,35051304
250820536,813286
1554470942,813286
174055947,787373558
610606241,813286
201315871,813286
446758977,813286
1496482164,813286
1967410753,10069612
417401726,813286
378055069,813286
1604640828,519295916
2282847538,29442313
374424547,813286
2289092823,813286
630750092,813286
250344292,813286
138345059,813286
190754871,28599820
14609847,30313925
250909821,813286
859202947,813286
343448517,813286
14600817,369505837
574753894,813286
364288342,813286
548677035,30313925
140559429,1437267764
719260982,1437267764
255639704,1437267764
766547376,62510409
514098973,1467801566
124279337,813286
1496482164,813286
2305365014,813286
116344228,813286
590097450,369505837
2290486567,813286
378870295,30313925
480934717,813286
2272531993,28599820
755597431,1437267764
318181127,35051304
153687367,813286
27151820,14587949
1355361576,813286
21398055,313550838
516940171,813286
19950642,787373558
21743945,813286
275082420,813286
415665961,1437267764
18060559,1861751828
2334200530,813286
71881127,813286
607712711,813286
39656407,30313925
344214925,813286
81314458,813286
2249240592,461529170
556200323,813286
30490647,1437267764
39656407,813286
2242189131,813286
1302093284,813286
343053993,1437267764
18243223,30313925
236182540,776458279
283048257,813286
118108115,813286
39107528,813286
860256618,1437267764
292524640,1437267764
439608838,75052666
366655216,1437267764
860666004,813286
2326157761,813286
549369851,2209522388
285762679,62510409
19137760,813286
743748512,813286
1413177498,813286
2149512721,813286
209375477,813286
406484279,31122582
159253339,813286
90753037,813286
318181127,521495353
323908801,813286
1062843288,813286
47774975,813286
2242189131,813286
195070336,15675138
21907004,28599820
2290879814,813286
589802760,1613223313
47774975,813286
357776899,813286
291393278,813286
159253339,813286
89411311,813286
2332533457,1437267764
520976605,813286
420997893,813286
36842122,959596692
2333682752,813286
300354212,617619927
480934717,813286
1729808180,813286
53503202,813286
2242189131,813286
315363483,813286
2242189131,813286
1609475190,339705296
21984551,813286
853791866,1437267764
368530947,813286
2218531554,14695985
298449193,813286
14812594,153486399
378226401,813286
190793512,813286
1093940864,813286
2296264178,813286
358873973,813286
261456085,813286
308262185,76938443
122761377,813286
1496482164,813286
363514367,813286
44485295,813286
1860922844,813286
358873973,813286
2324361673,813286
616065012,813286
89379197,813286
634262664,813286
1396223102,617619927
1921016760,339705296
2242189131,813286
55997303,813286
1496482164,813286
237162178,62510409
206019017,813286
154556876,813286
247214829,813286
84179040,339705296
252286074,1437267764
1920248558,813286
44022047,813286
1921217798,153486399
2298358258,813286
959159515,813286
498929299,813286
589802760,813286
90513469,813286
534363872,31458684
882838530,813286
408899035,813286
355849517,76494547
47272390,174870821
1163538505,1055907624
955188882,813286
51510098,813286
1005266239,813286
214190425,1437267764
848354688,813286
1301896616,813286
21660781,62510409
32254802,813286
992081976,754135908
201819293,813286
434999501,813286
94439872,30313925
388665982,461529170
533154766,813286
22868088,813286
1005266239,813286
355849517,813286
2276283534,813286
519610901,14135426
46139423,813286
275907720,29442313
467870310,959596692
1169410992,813286
7358032,813286
1005266239,813286
1973113404,813286
425580734,30313925
1924219183,1467801566
58525387,813286
299220494,62510409
31435178,30313925
167896485,30313925
1005266239,813286
312209283,813286
31435178,813286
57084963,813286
1643718560,813286
571239973,1437267764
1689767076,21312077
375417956,1055685948
1575545688,30313925
167896485,30313925
366318350,813286
2308203873,813286
2272531993,21312077
1005266239,813286
47272390,1636571616
2340803808,813286
852889561,813286
2293862231,813286
26760308,19806962
450101575,1229971112
115148632,1636571616
38420939,15675138
386936926,813286
43850967,30313925
313604135,339705296
14812594,813286
2340803808,813286
2284091136,813286
1132406130,813286
1482630408,1437267764
36297288,813286
50811808,813286
80608815,813286
441280153,30313925
450101575,30313925
1703805073,813286
408396366,30313925
627924690,1437267764
193322205,84119348
338839309,813286
1135362566,813286
36297288,813286
316604208,30313925
467874730,28021382
94392729,813286
50811808,813286
748523910,30313925
184530619,813286
339852137,21312077
633399535,246088673
312248392,21312077
2232203261,1437267764
994184978,813286
184530619,30313925
36297288,813286
290267351,813286
2277598035,813286
380693277,62510409
121932029,62510409
1232186700,813286
246706810,813286
59849960,813286
2234179932,62510409
204584481,787373558
63632052,369505837
246706810,813286
24431892,1437267764
1096990885,813286
8808022,41405412
342714714,1055685948
451045360,813286
8808022,337785530
246706810,813286
898533348,21406834
886024082,813286
90551911,813286
21795125,1437267764
160273215,1437267764
584057615,30313925
30313177,813286
1591757557,813286
1575545688,75052666
77670597,118447237
2253825465,813286
149543566,813286
178141430,30313925
2339950895,813286
93468610,369505837
30313177,813286
358918792,1229971112
898533348,1055907624
469272943,813286
233317619,30313925
1575545688,813286
246706810,813286
453257000,813286
286801886,30313925
821188159,813286
1602335173,813286
1340185608,1437267764
1678232846,813286
1708818446,30313925
1575545688,15667802
30313177,813286
2304000030,813286
312248392,21406834
269448631,28599820
30313177,813286
628229818,1437267764
1661340355,813286
30313177,813286
187056410,30313925
415327400,813286
1062197317,813286
774626894,339852137
1876137175,813286
22550193,1437267764
1380677004,62510409
1703805073,813286
63632052,30313925
26760308,897747902
189938774,21406834
135576770,1055907624
380693277,959596692
851690323,813286
737600570,813286
310702193,30313925
518790928,16000856
233292368,1437267764
848354688,813286
228207008,813286
313705498,813286
21724663,1437267764
1921217798,325265073
24620145,1437267764
2247142354,515136400
2334978372,813286
286801886,30313925
613828859,21312077
194150366,1437267764
1062197317,813286
2327155051,813286
41695112,1437267764
748523910,1437267764
1357582874,813286
373287946,29442313
319939901,1437267764
2218531554,29442313
1921217798,325265073
397233996,1437267764
630556624,813286
14812594,14135426
22789922,21312077
190590858,14695985
247778777,813286
579761895,813286
26016096,813286
93689648,813286
158019922,813286
345069907,30313925
2235618658,813286
1921217798,325265073
2327155051,813286
2294492659,813286
1484404981,813286
1390415695,1437267764
848354688,813286
118881629,813286
26760308,245952706
204584481,84119348
1575545688,30313925
446806126,813286
408361962,813286
41424159,174870821
1909764122,2274777314
602281715,813286
338997665,339852137
21147939,1437267764
2272531993,339852137
1484404981,813286
539823414,1437267764
1085907602,813286
117983479,813286
15599232,1437267764
258873196,959596692
1575545688,75052666
2261642414,813286
117983479,813286
389844428,369505837
5412832,153486399
244242005,813286
1232186700,813286
858646280,1437267764
1575545688,30313925
262894077,813286
591219763,813286
5412832,14135426
11650472,153486399
310402683,1055907624
17979245,19806962
2315385150,813286
425580734,1437267764
555378854,813286
1421442865,813286
1667909474,30313925
1933829408,313550838
328277787,813286
16877574,369505837
555378854,813286
2188891895,813286
591219763,813286
25240424,339852137
598245076,813286
109457750,1437267764
386191464,1604366701
523742898,813286
123109417,30313925
2188891895,813286
42531237,813286
16088544,38988224
818022380,519295916
185814562,22012091
972948248,813286
153644884,14135426
569679310,813286
1575545688,30313925
1868292878,1437267764
1921217798,325265073
39959532,16116288
26773353,62510409
1436099736,813286
1115315959,813286
16974897,1437267764
1575545688,813286
41620677,1437267764
1575545688,30313925
326231586,30313925
69686429,813286
991905811,813286
454419853,813286
18181853,813286
1155339914,813286
1673311410,1437267764
1115315959,813286
43496903,813286
1385480371,813286
740610775,1437267764
63029130,813286
1534002102,339705296
703526484,813286
148916966,813286
271504586,1437267764
985796077,813286
1015052742,813286
703526484,813286
2256255917,813286
328891046,30313925
1575545688,75052666
330943484,813286
400501908,813286
298075941,813286
178141430,813286
1575545688,369505837
1385480371,813286
487801422,813286
46980135,439608838
1115315959,813286
16049592,389858675
848354688,813286
2308635709,813286
1385480371,813286
1214410454,1206227149
1141162008,813286
1161594402,1437267764
1575545688,75052666
1385480371,813286
1575545688,813286
487801422,813286
100366402,813286
1575545688,30313925
814054454,1055907624
143929829,813286
42882923,62510409
35976790,14695985
635788014,813286
122757619,813286
15878120,1437267764
519076313,62510409
270022934,813286
460577661,1437267764
623037676,813286
465754553,813286
1385480371,813286
202449343,813286
793577262,1437267764
14635429,1437267764
194009124,28599820
628568678,813286
1385480371,813286
543621347,30313925
387162020,325265073
26376346,1437267764
1575545688,75052666
568904272,813286
1407147020,588579325
221707278,787373558
575813470,48123578
588035605,339705296
709625947,1206227149
161279293,21406834
1100420724,30313925
556479254,813286
1575545688,30313925
248071134,813286
568904272,813286
36238618,813286
24241278,21312077
568904272,813286
309079043,1437267764
1575545688,813286
372624208,245952706
385380005,813286
1849979712,30313925
408764922,813286
50880449,1437267764
465754553,813286
131681593,813286
438771625,813286
56838003,813286
38891197,813286
614887252,813286
204806833,30313925
2202210446,813286
26621242,1437267764
22379289,744250308
546661594,813286
225811978,813286
2183261302,813286
1184680934,813286
1966974272,813286
15625311,1437267764
518141549,813286
24055152,813286
2152399620,21406834
